"id","plot.number","taxpayer.men","taxpayer.women","no.tax.men","no.tax.women","in.russia.men","in.russia.women","total.men","total.women","upper","lower","worker.industrial","worker.other","servants","other","not.present","orthodox","other.christian","other.religion","draft"
1184,116,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1185,116,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1186,116,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1187,116,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1188,116,3,1,1,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,1
1189,116,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1190,116,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
1191,116,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1192,117,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1193,117,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1194,117,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1195,117,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1196,117,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1197,117,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1198,117,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1199,117,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1200,117,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1201,117,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1202,117,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1203,117,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
1204,117,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1205,117,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1206,117,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1207,117,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1208,117,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1209,117,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1210,117,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1211,118,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,2,0,0,0
1212,118,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1213,118,1,1,1,2,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0
1214,118,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
1215,118,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1216,118,1,2,4,2,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0
1217,118,1,2,1,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1218,118,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1219,118,1,1,1,1,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0
1220,118,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1221,118,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1222,118,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1223,118,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1224,119,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1225,119,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1226,119,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1227,119,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1228,119,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1229,120,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1230,120,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1231,120,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1232,120,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1233,120,1,1,3,2,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0
1234,120,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1235,120,1,1,0,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
1236,120,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1237,120,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1238,120,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1239,120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1240,120,1,1,2,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0
1241,120,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1242,120,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1243,120,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1244,120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1245,120,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1246,120,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1247,120,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1248,120,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1249,120,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1250,120,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1251,120,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1252,120,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1253,120,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1254,120,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1255,120,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1256,120,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1257,120,1,2,1,2,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0
1258,120,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1259,120,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1260,121,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1261,121,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1262,121,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1263,121,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1264,121,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1265,122,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1266,122,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1267,122,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1268,122,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1269,122,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1270,122,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1271,122,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1272,122,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
1273,122,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1274,122,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1275,122,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1276,122,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1277,122,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1278,122,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1279,122,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1280,122,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1281,122,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1282,122,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1283,122,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1284,122,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1285,122,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1286,122,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1287,122,1,2,1,1,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0
1288,122,0,2,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
1289,122,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1290,122,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1291,122,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1292,122,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1293,122,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1294,122,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1295,122,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1296,122,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1297,122,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1298,123,1,3,4,0,0,0,5,3,8,0,0,0,0,0,0,8,0,0,0
1299,123,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0
1300,123,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,3,0,0,0
1301,124,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1302,124,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1303,124,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1304,124,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1305,124,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1306,125,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
1307,125,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1308,125,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1309,125,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1310,125,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1311,125,1,2,1,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1312,125,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1313,125,0,1,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
1314,125,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1315,126,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1316,126,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1317,126,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1318,126,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1319,126,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0
1320,126,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1321,126,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1322,126,0,1,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
1323,126,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1324,126,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,0
1325,126,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1326,126,1,1,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0
1327,126,1,1,0,3,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0
1328,126,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1329,126,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,1
1330,126,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1331,126,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1332,126,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1333,126,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1334,126,2,1,4,2,0,0,6,3,9,0,0,0,0,0,0,0,0,0,1
1335,126,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1336,126,1,1,4,2,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0
1337,127,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1338,127,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1339,127,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1340,127,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1341,127,0,1,2,1,0,0,2,2,4,0,0,0,0,0,0,4,0,0,0
1342,127,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1343,127,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1344,127,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0
1345,127,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1346,127,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1347,127,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1348,127,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1349,127,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
1350,127,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1351,127,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1352,127,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1353,127,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1354,127,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1355,127,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1356,127,1,1,1,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0
1357,127,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1358,127,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1359,127,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1360,127,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1361,127,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1362,127,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1363,128,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1364,128,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1365,128,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1366,128,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1367,128,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1368,128,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1369,128,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1370,128,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1371,128,0,1,1,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0
1372,128,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1373,128,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1374,128,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1375,128,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1376,128,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1377,128,1,1,0,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
1378,128,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1379,128,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1380,128,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1381,128,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1382,128,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1383,128,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1384,129,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1385,129,1,1,3,1,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0
1386,129,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1387,129,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1388,129,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
1389,129,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1390,129,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1391,129,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1392,129,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1393,129,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1394,129,1,1,3,2,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0
1395,129,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1396,129,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1397,129,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1398,129,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1399,129,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1400,129,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1401,129,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1402,129,1,1,0,2,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0
1403,129,1,2,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
1404,129,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1405,129,1,1,4,1,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0
1406,129,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1407,130,1,2,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1408,130,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1409,130,1,2,2,3,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0
1410,130,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1411,131,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1412,131,0,2,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
1413,131,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
1414,131,1,1,2,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0
1415,133,2,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1416,133,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1417,133,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1418,133,1,2,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0
1419,134,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1420,134,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1421,134,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1422,134,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1423,134,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1424,134,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1425,134,1,1,1,5,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0
1426,134,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1427,134,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1428,134,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1429,134,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1430,134,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1431,134,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1432,134,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
1433,135,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1434,135,1,1,3,1,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0
1435,135,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1436,135,1,1,3,3,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0
1437,135,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
1438,135,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1439,135,1,1,2,2,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0
1440,135,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1441,135,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1442,135,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1443,135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1444,135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1445,135,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1446,135,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1447,135,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1448,135,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1449,135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1450,136,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1451,136,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1452,136,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1453,136,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1454,136,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1455,136,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1456,136,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1457,136,1,1,1,1,0,0,2,2,0,3,0,0,0,1,0,0,0,0,0
1458,136,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1459,136,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1460,136,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1461,136,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1462,136,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
1463,136,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1464,136,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1465,136,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
1466,136,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1467,136,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1468,136,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1469,136,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1470,136,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1471,136,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1472,136,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1473,136,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1474,136,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1475,136,1,1,3,3,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0
1476,136,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1477,136,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1478,136,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1479,136,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1480,136,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1481,138,1,1,1,1,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0
1482,138,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1483,138,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1484,138,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1485,138,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1486,138,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1487,138,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1488,138,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1489,140,1,1,1,2,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0
1490,140,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1491,140,1,1,2,1,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0
1492,140,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1493,140,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1494,140,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1495,141,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1496,141,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1497,141,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1498,141,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1499,141,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1500,141,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1501,141,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1502,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1503,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1504,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1505,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1506,141,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
